hex_code,company,line_name,station_name
000138,Central Japan Railway Company,東海道本,Katahama
000139,Central Japan Railway Company,東海道本,original
00013b,Central Japan Railway Company,東海道本,Higashitagonoura
00013c,Central Japan Railway Company,東海道本,Yoshiwara
00013e,Central Japan Railway Company,東海道本,Fuji
000140,Central Japan Railway Company,東海道本,Fuji River
000141,Central Japan Railway Company,東海道本,Shinkanbara
000142,Central Japan Railway Company,東海道本,Kambara
000143,Central Japan Railway Company,東海道本,Yui
000145,Central Japan Railway Company,東海道本,Okitsu
000147,Central Japan Railway Company,東海道本,Shimizu
000149,Central Japan Railway Company,東海道本,Kusanagi
00014b,Central Japan Railway Company,東海道本,Higashi Shizuoka
00014b,Central Japan Railway Company,東海道本,Higashi Shizuoka
00014c,Central Japan Railway Company,東海道本,Shizuoka
00014e,Central Japan Railway Company,東海道本,Abe River
00014f,Central Japan Railway Company,東海道本,Mochimune
000151,Central Japan Railway Company,東海道本,Yaizu
000152,Central Japan Railway Company,東海道本,Nishi-Yaizu
000153,Central Japan Railway Company,東海道本,Fujieda
000155,Central Japan Railway Company,東海道本,Rokugo
000156,Central Japan Railway Company,東海道本,Shimada
000158,Central Japan Railway Company,東海道本,Kanaya
00015a,Central Japan Railway Company,東海道本,Kikugawa
00015c,Central Japan Railway Company,東海道本,Kakegawa
00015d,Central Japan Railway Company,東海道本,Aino
00015e,Central Japan Railway Company,東海道本,Fukuroi
000160,Central Japan Railway Company,東海道本,Iwata
000161,Central Japan Railway Company,東海道本,Toyota Town
000162,Central Japan Railway Company,東海道本,Tenryu River
000164,Central Japan Railway Company,東海道本,Hamamatsu
000166,Central Japan Railway Company,東海道本,Takatsuka
000168,Central Japan Railway Company,東海道本,Maisaka
000169,Central Japan Railway Company,東海道本,Benten Island
00016a,Central Japan Railway Company,東海道本,Arai Town
00016b,Central Japan Railway Company,東海道本,Washizu
00016d,Central Japan Railway Company,東海道本,Shinjohara
00016e,Central Japan Railway Company,東海道本,Futagawa
000170,Central Japan Railway Company,東海道本,Toyohashi
000172,Central Japan Railway Company,東海道本,Nishikosakai
000173,Central Japan Railway Company,東海道本,Aichi Mitsu
000174,Central Japan Railway Company,東海道本,Mikawa Otsuka
000175,Central Japan Railway Company,東海道本,Mikawa Mitani
000176,Central Japan Railway Company,東海道本,Gamagori
000177,Central Japan Railway Company,東海道本,Mikawa Shiotsu
000178,Central Japan Railway Company,東海道本,Sankane
000179,Central Japan Railway Company,東海道本,Koda
00017c,Central Japan Railway Company,東海道本,Okazaki
00017d,Central Japan Railway Company,東海道本,Nishiokazaki
00017e,Central Japan Railway Company,東海道本,Anjo
00017f,Central Japan Railway Company,東海道本,Mikawa Anjo
000180,Central Japan Railway Company,東海道本,Higashi Kariya
000181,Central Japan Railway Company,東海道本,Noda Shinmachi
000182,Central Japan Railway Company,東海道本,Kariya
000183,Central Japan Railway Company,東海道本,Aizuma
000184,Central Japan Railway Company,東海道本,Obu
000186,Central Japan Railway Company,東海道本,republic
000187,Central Japan Railway Company,東海道本,Minamidai High School
000188,Central Japan Railway Company,東海道本,Otaka
00018a,Central Japan Railway Company,東海道本,Kasadera
00018c,Central Japan Railway Company,東海道本,Atsuta
00018d,Central Japan Railway Company,東海道本,Kanayama
00018e,Central Japan Railway Company,東海道本,Oto Bridge
000190,Central Japan Railway Company,東海道本,Nagoya
000192,Central Japan Railway Company,東海道本,Loquat Island
000194,Central Japan Railway Company,東海道本,Kiyosu
000196,Central Japan Railway Company,東海道本,Inazawa
000199,Central Japan Railway Company,東海道本,Owari Ichinomiya
00019b,Central Japan Railway Company,東海道本,Kiso River
00019e,Central Japan Railway Company,東海道本,Gifu
00019f,Central Japan Railway Company,東海道本,West Gifu
0001a1,Central Japan Railway Company,東海道本,Hozumi
0001a3,Central Japan Railway Company,東海道本,Ogaki
0001a6,Central Japan Railway Company,東海道本,Tarui
0001a8,Central Japan Railway Company,東海道本,Sekigahara
0001aa,Central Japan Railway Company,東海道本,Kashiwara
0001ab,Central Japan Railway Company,東海道本,Omi-Nagaoka
0001ad,Central Japan Railway Company,東海道本,Samegai
0001af,West Japan Railway Company,東海道本琵琶湖線,Maibara
0001b1,West Japan Railway Company,東海道本琵琶湖線,Hikone
0001b2,West Japan Railway Company,東海道本琵琶湖線,Minamihikone
0001b3,West Japan Railway Company,東海道本琵琶湖線,Kawase
0001b5,West Japan Railway Company,東海道本琵琶湖線,Inae
0001b6,West Japan Railway Company,東海道本琵琶湖線,Noto River
0001b8,West Japan Railway Company,東海道本琵琶湖線,Azuchi
0001ba,West Japan Railway Company,東海道本琵琶湖線,Omihachiman
0001bc,West Japan Railway Company,東海道本琵琶湖線,Shinohara
0001be,West Japan Railway Company,東海道本琵琶湖線,Yasu
0001c0,West Japan Railway Company,東海道本琵琶湖線,Moriyama
0001c1,West Japan Railway Company,東海道本琵琶湖線,Ritto
0001c2,West Japan Railway Company,東海道本琵琶湖線,Kusatsu
0001c3,West Japan Railway Company,東海道本琵琶湖線,Minami Kusatsu
0001c5,West Japan Railway Company,東海道本琵琶湖線,Seta
0001c6,West Japan Railway Company,東海道本琵琶湖線,Ishiyama
0001c7,West Japan Railway Company,東海道本琵琶湖線,Zeze
0001c8,West Japan Railway Company,東海道本琵琶湖線,Otsu
0001ca,West Japan Railway Company,東海道本琵琶湖線,Yamashina
0001cc,West Japan Railway Company,東海道本京都線・琵琶湖線,Kyoto
0001cd,West Japan Railway Company,東海道本京都線,Nishioji
0001cf,West Japan Railway Company,東海道本京都線,Katsura River
0001d0,West Japan Railway Company,東海道本京都線,Mukomachi
0001d2,West Japan Railway Company,東海道本京都線,Nagaokakyo
0001d5,West Japan Railway Company,東海道本京都線,Yamazaki
0001d6,West Japan Railway Company,東海道本京都線,Shimamoto
0001d8,West Japan Railway Company,東海道本京都線,Takatsuki
0001db,West Japan Railway Company,東海道本京都線,Settsu Tomita
0001dd,West Japan Railway Company,東海道本京都線,Ibaraki
0001e0,West Japan Railway Company,東海道本京都線,Senrioka
0001e1,West Japan Railway Company,東海道本京都線,Shore
0001e2,West Japan Railway Company,東海道本京都線,Suita
0001e5,West Japan Railway Company,東海道本京都線,Higashiyodogawa River
0001e6,West Japan Railway Company,東海道本京都線,Shin-Osaka
0001e8,West Japan Railway Company,東海道本京都線・神戸線,Osaka
0001ea,West Japan Railway Company,東海道本神戸線,Tsukamoto
0001ec,West Japan Railway Company,東海道本神戸線,Amagasaki
0001ee,West Japan Railway Company,東海道本神戸線,Tachibana
0001ef,West Japan Railway Company,東海道本神戸線,Koshien Exit
0001f1,West Japan Railway Company,東海道本神戸線,Nishinomiya
0001f2,West Japan Railway Company,東海道本神戸線,Sakura Shukugawa
0001f3,West Japan Railway Company,東海道本神戸線,Ashiya
0001f4,West Japan Railway Company,東海道本神戸線,Konan Yamate
0001f6,West Japan Railway Company,東海道本神戸線,Settsu Honzan
0001f7,West Japan Railway Company,東海道本神戸線,Sumiyoshi
0001f8,West Japan Railway Company,東海道本神戸線,Rokkomichi
0001fa,West Japan Railway Company,東海道本神戸線,Nada
0001fb,West Japan Railway Company,東海道本神戸線,Sannomiya
0001fc,West Japan Railway Company,東海道本神戸線,Motomachi
0001fd,West Japan Railway Company,東海道本神戸線,Kobe
000201,East Japan Railway Company,東北本,Tokyo
000202,East Japan Railway Company,東北本,Kanda
000203,East Japan Railway Company,東北本,Akihabara
000204,East Japan Railway Company,東北本,Okachimachi
000206,East Japan Railway Company,東北本,Ueno
000207,East Japan Railway Company,東北本,Uguisudani
000208,East Japan Railway Company,東北本,Nippori
000209,East Japan Railway Company,東北本,Nishi-Nippori
00020b,East Japan Railway Company,東北本,Tabata
00020c,East Japan Railway Company,東北本,Kaminakazato
00020d,East Japan Railway Company,東北本,prince
00020e,East Japan Railway Company,東北本,Higashijujo
000210,East Japan Railway Company,東北本,Akabane
000211,East Japan Railway Company,東北本,Kawaguchi
000212,East Japan Railway Company,東北本,Nishi-Kawaguchi
000213,East Japan Railway Company,東北本,bracken
000215,East Japan Railway Company,東北本,Minami-Urawa
000216,East Japan Railway Company,東北本,Urawa
000217,East Japan Railway Company,東北本,Kita-Urawa
000218,East Japan Railway Company,東北本,Yono
000219,East Japan Railway Company,東北本,Saitama New City
00021a,East Japan Railway Company,東北本,Omiya
00021b,East Japan Railway Company,東北本,Toro
00021c,East Japan Railway Company,東北本,Higashi-Omiya
00021e,East Japan Railway Company,東北本,Hasuda
000220,East Japan Railway Company,東北本,Shiraoka
000221,East Japan Railway Company,東北本,Shinshirooka
000222,East Japan Railway Company,東北本,Kuki
000223,East Japan Railway Company,東北本,Higashiwashimiya
000224,East Japan Railway Company,東北本,Kurihashi
000226,East Japan Railway Company,東北本,Furukawa
000227,East Japan Railway Company,東北本,Nogi
000228,East Japan Railway Company,東北本,Mamada
00022a,East Japan Railway Company,東北本,Koyama
00022c,East Japan Railway Company,東北本,Koganei
00022d,East Japan Railway Company,東北本,Jichi Medical University
00022e,East Japan Railway Company,東北本,Stone Bridge
000230,East Japan Railway Company,東北本,Suzumemiya
000232,East Japan Railway Company,東北本,Utsunomiya
000234,East Japan Railway Company,東北本,Okamoto
000235,East Japan Railway Company,東北本,Hoshoji Temple
000236,East Japan Railway Company,東北本,Ujiie
000237,East Japan Railway Company,東北本,Kamasuzaka
000239,East Japan Railway Company,東北本,Kataoka
00023a,East Japan Railway Company,東北本,Yaita
00023b,East Japan Railway Company,東北本,Nozaki
00023c,East Japan Railway Company,東北本,Nishinasuno
00023e,East Japan Railway Company,東北本,Nasushiobara
00023f,East Japan Railway Company,東北本,Kuroiso
000240,East Japan Railway Company,東北本,Takaku
000241,East Japan Railway Company,東北本,Kurodahara
000243,East Japan Railway Company,東北本,Toyohara
000244,East Japan Railway Company,東北本,Shirasaka
000245,East Japan Railway Company,東北本,Shinshirakawa
000246,East Japan Railway Company,東北本,Shirakawa
000248,East Japan Railway Company,東北本,Kudano
000249,East Japan Railway Company,東北本,Izumizaki
00024a,East Japan Railway Company,東北本,Yabuki
00024b,East Japan Railway Company,東北本,Kagamiishi
00024d,East Japan Railway Company,東北本,Sukagawa
00024e,East Japan Railway Company,東北本,Nagamori Asaka
00024f,East Japan Railway Company,東北本,Koriyama
000250,East Japan Railway Company,東北本,Hiwada
000252,East Japan Railway Company,東北本,Gohyaku River
000253,East Japan Railway Company,東北本,Main Shrine
000254,East Japan Railway Company,東北本,Sugita
000255,East Japan Railway Company,東北本,Nihonmatsu
000257,East Japan Railway Company,東北本,Adachi
000258,East Japan Railway Company,東北本,Matsukawa
000259,East Japan Railway Company,東北本,Kanaya River
00025b,East Japan Railway Company,東北本,South Fukushima
00025c,East Japan Railway Company,東北本,Fukushima
00025e,East Japan Railway Company,東北本,East Fukushima
00025f,East Japan Railway Company,東北本,Date
000260,East Japan Railway Company,東北本,Kuwaori
000261,East Japan Railway Company,東北本,Fujita
000263,East Japan Railway Company,東北本,Kaida
000264,East Japan Railway Company,東北本,Koshikawa
000266,East Japan Railway Company,東北本,Shiraishi
000267,East Japan Railway Company,東北本,Higashi Shiraishi
000268,East Japan Railway Company,東北本,Kitashirakawa
000269,East Japan Railway Company,東北本,Okawara
00026b,East Japan Railway Company,東北本,Funaoka
00026c,East Japan Railway Company,東北本,Tsukigi
00026d,East Japan Railway Company,東北本,Iwanuma
00026e,East Japan Railway Company,東北本,Tatekoshi
00026f,East Japan Railway Company,東北本,Natori
000270,East Japan Railway Company,東北本,Minamisendai
000271,East Japan Railway Company,東北本,Taishido
000272,East Japan Railway Company,東北本,Nagamachi
000273,East Japan Railway Company,東北本,Sendai
000273,East Japan Railway Company,東北本,Sendai
000275,East Japan Railway Company,東北本,Higashi Sendai
000276,East Japan Railway Company,東北本,Iwakiri
000277,East Japan Railway Company,東北本,Rikuzen-Sanno
000278,East Japan Railway Company,東北本,Tagajo Castle
000279,East Japan Railway Company,東北本,Shiogama
00027a,East Japan Railway Company,東北本,Matsushima
00027b,East Japan Railway Company,東北本,Atago
00027c,East Japan Railway Company,東北本,Shinai Pond
00027e,East Japan Railway Company,東北本,Kashimadai
00027f,East Japan Railway Company,東北本,Matsuyama Town
000280,East Japan Railway Company,東北本,Ogota
000282,East Japan Railway Company,東北本,Tajiri
000284,East Japan Railway Company,東北本,Semine
000285,East Japan Railway Company,東北本,Umegasawa
000286,East Japan Railway Company,東北本,Nitta
000288,East Japan Railway Company,東北本,Ishigoe
000289,East Japan Railway Company,東北本,Aburajima
00028a,East Japan Railway Company,東北本,Hanaizumi
00028b,East Japan Railway Company,東北本,Shimizuhara
00028d,East Japan Railway Company,東北本,walled
00028f,East Japan Railway Company,東北本,Ichinoseki
000290,East Japan Railway Company,東北本,Yamanome
000291,East Japan Railway Company,東北本,Hiraizumi
000292,East Japan Railway Company,東北本,Maezawa
000294,East Japan Railway Company,東北本,Rikuchu Oriya
000295,East Japan Railway Company,東北本,Mizusawa
000296,East Japan Railway Company,東北本,Kanagasaki
000297,East Japan Railway Company,東北本,Rokuhara
000299,East Japan Railway Company,東北本,Kitakami
00029a,East Japan Railway Company,東北本,Murasakino
00029b,East Japan Railway Company,東北本,Hanamaki
00029c,East Japan Railway Company,東北本,Hanamaki Airport
00029e,East Japan Railway Company,東北本,Ishidori Valley
00029f,East Japan Railway Company,東北本,Hizume
0002a0,East Japan Railway Company,東北本,Furutate
0002a1,East Japan Railway Company,東北本,arrow width
0002a3,East Japan Railway Company,東北本,Iwate Iioka
0002a4,East Japan Railway Company,東北本,Senboku Town
0002a5,East Japan Railway Company,東北本,Morioka
0002a6,IGR Iwate Galaxy Railway,いわて銀河鉄道旧JR東北本線,Kurikawa
0002a8,IGR Iwate Galaxy Railway,いわて銀河鉄道旧JR東北本線,Takizawa
0002a9,IGR Iwate Galaxy Railway,いわて銀河鉄道旧JR東北本線,Shibutani
0002aa,IGR Iwate Galaxy Railway,いわて銀河鉄道旧JR東北本線,Kouma
0002ab,IGR Iwate Galaxy Railway,いわて銀河鉄道旧JR東北本線,Iwate Kawaguchi
0002ad,IGR Iwate Galaxy Railway,いわて銀河鉄道旧JR東北本線,Iwate Numamiya
0002ae,IGR Iwate Galaxy Railway,いわて銀河鉄道旧JR東北本線,Mido
0002af,IGR Iwate Galaxy Railway,いわて銀河鉄道旧JR東北本線,Okunakayama
0002b0,IGR Iwate Galaxy Railway,いわて銀河鉄道旧JR東北本線,Small connection
0002b2,IGR Iwate Galaxy Railway,いわて銀河鉄道旧JR東北本線,Kotoriya
0002b3,IGR Iwate Galaxy Railway,いわて銀河鉄道旧JR東北本線,One house
0002b4,IGR Iwate Galaxy Railway,いわて銀河鉄道旧JR東北本線,Ninohe
0002b5,IGR Iwate Galaxy Railway,いわて銀河鉄道旧JR東北本線,Doumei
0002b7,IGR Iwate Galaxy Railway,いわて銀河鉄道旧JR東北本線,Kindaichi Onsen
0002b8,IGR Iwate Galaxy Railway,いわて銀河鉄道旧JR東北本線,Eye time
0002b9,Aoimori Railway,青い森鉄道旧JR東北本線,Sannohe
0002ba,Aoimori Railway,青い森鉄道旧JR東北本線,Suwanodaira
0002bc,Aoimori Railway,青い森鉄道旧JR東北本線,Kenkichi
0002bd,Aoimori Railway,青い森鉄道旧JR東北本線,Tomabechi
0002be,Aoimori Railway,青い森鉄道旧JR東北本線,Kita-Takaiwa
0002bf,East Japan Railway Company,東北本,Hachinohe
0002c1,East Japan Railway Company,東北本,Mutsu Ichikawa
0002c2,East Japan Railway Company,東北本,Shimoda
0002c3,East Japan Railway Company,東北本,Mukaiyama
0002c4,East Japan Railway Company,東北本,Misawa
0002c6,East Japan Railway Company,東北本,Ogawara
0002c7,East Japan Railway Company,東北本,Kamikita Town
0002c8,East Japan Railway Company,東北本,Otoko
0002c9,East Japan Railway Company,東北本,Senbiki
0002ca,East Japan Railway Company,東北新幹,Shichinohe Towada
0002cb,East Japan Railway Company,東北本,Noheji
0002cc,East Japan Railway Company,東北本,Kariyazawa
0002cd,East Japan Railway Company,東北本,Shimizu River
0002ce,East Japan Railway Company,東北本,Kominato
0002d0,East Japan Railway Company,東北本,Nishihira
0002d1,East Japan Railway Company,東北本,Asamushi Onsen
0002d2,East Japan Railway Company,東北本,Nouchi
0002d4,East Japan Railway Company,東北本,Yadamae
0002d5,East Japan Railway Company,東北本,Koyanagi
0002d6,East Japan Railway Company,東北本,East Aomori
0002d8,East Japan Railway Company,東北本,Aomori
0002fd,East Japan Railway Company,モバイルSuica,Mobile Suica
0002fe,East Japan Railway Company,Suicaインターネットサービス,Suica Internet Service
0002ff,East Japan Railway Company,臨時窓口,Temporary counter
000301,East Japan Railway Company,中央本,Tokyo
000302,East Japan Railway Company,中央本,Kanda
000303,East Japan Railway Company,中央本,Ochanomizu
000304,East Japan Railway Company,中央本,Suidobashi
000306,East Japan Railway Company,中央本,Iidabashi
000307,East Japan Railway Company,中央本,Ichigaya
000308,East Japan Railway Company,中央本,Yotsuya
000309,East Japan Railway Company,中央本,Shinanomachi
00030b,East Japan Railway Company,中央本,Sendagaya
00030c,East Japan Railway Company,中央本,Yoyogi
00030d,East Japan Railway Company,中央本,Shinjuku
00030e,East Japan Railway Company,中央本,Okubo
000310,East Japan Railway Company,中央本,Higashinakano
000311,East Japan Railway Company,中央本,Nakano
000312,East Japan Railway Company,中央本,Koenji
000313,East Japan Railway Company,中央本,Asagaya
000315,East Japan Railway Company,中央本,Ogikubo
000316,East Japan Railway Company,中央本,Nishi-Ogikubo
000317,East Japan Railway Company,中央本,Kichijoji
000318,East Japan Railway Company,中央本,Mitaka
00031a,East Japan Railway Company,中央本,Musashi-sakai
00031b,East Japan Railway Company,中央本,Higashi-Koganei
00031c,East Japan Railway Company,中央本,Musashikoganei
00031d,East Japan Railway Company,中央本,Kokubunji
00031f,East Japan Railway Company,中央本,Nishi Kokubunji
000320,East Japan Railway Company,中央本,National
000322,East Japan Railway Company,中央本,Tachikawa
000324,East Japan Railway Company,中央本,Hino
000325,East Japan Railway Company,中央本,Toyota
000327,East Japan Railway Company,中央本,Hachioji
000328,East Japan Railway Company,中央本,Nishihachioji
000329,East Japan Railway Company,中央本,Takao
00032a,East Japan Railway Company,中央本,Lake Sagami
00032c,East Japan Railway Company,中央本,Fujino
00032d,East Japan Railway Company,中央本,Uenohara
00032e,East Japan Railway Company,中央本,Shiotsu
00032f,East Japan Railway Company,中央本,Yanagawa
000331,East Japan Railway Company,中央本,Torisawa
000332,East Japan Railway Company,中央本,Saruhashi Bridge
000333,East Japan Railway Company,中央本,Otsuki
000335,East Japan Railway Company,中央本,First Hunting
000337,East Japan Railway Company,中央本,Sasago
000339,East Japan Railway Company,中央本旧 初鹿子,Yamato Kai
00033b,East Japan Railway Company,中央本旧 勝沼,Katsunuma Grape Country
00033c,East Japan Railway Company,中央本,Salt Mountain
00033d,East Japan Railway Company,中央本,Higashiyamanashi
00033e,East Japan Railway Company,中央本,Yamanashi City
000340,East Japan Railway Company,中央本旧 別田,Kasugai Town
000341,East Japan Railway Company,中央本,Isawa Hot Springs
000342,East Japan Railway Company,中央本,Sakeori
000343,East Japan Railway Company,中央本,Kofu
000345,East Japan Railway Company,中央本,Dragon King
000346,East Japan Railway Company,中央本,Shiozaki
000347,East Japan Railway Company,中央本,Nirasaki
000348,East Japan Railway Company,中央本,Shinfu
000349,East Japan Railway Company,中央本,Anayama
00034b,East Japan Railway Company,中央本,Hino Haru
00034c,East Japan Railway Company,中央本,Nagasaka
00034d,East Japan Railway Company,中央本,Kobuchizawa
00034e,East Japan Railway Company,中央本,Shinano border
00034f,East Japan Railway Company,中央本,Fujimi
000350,East Japan Railway Company,中央本,Suzuran Village
000351,East Japan Railway Company,中央本,Aoyagi
000352,East Japan Railway Company,中央本,Chino
000353,East Japan Railway Company,中央本,Kami-Suwa
000354,East Japan Railway Company,中央本,Shimo-Suwa
000355,East Japan Railway Company,中央本,Okaya
000358,East Japan Railway Company,中央本,Lake Midori
00035c,East Japan Railway Company,中央本,Shiojiri
00035e,Central Japan Railway Company,中央本,Washing horse
00035f,Central Japan Railway Company,中央本,Hinode Salt
000360,Central Japan Railway Company,中央本,Sacrifice river
000361,Central Japan Railway Company,中央本,Kiso Hirasawa
000363,Central Japan Railway Company,中央本,Narai
000364,Central Japan Railway Company,中央本,Yabuhara
000365,Central Japan Railway Company,中央本,Miyanokoshi
000366,Central Japan Railway Company,中央本,wilderness
000368,Central Japan Railway Company,中央本,Kiso Fukushima
000369,Central Japan Railway Company,中央本,Agematsu
00036a,Central Japan Railway Company,中央本,Kuramoto
00036b,Central Japan Railway Company,中央本,Suhara
00036d,Central Japan Railway Company,中央本,Okusa
00036e,Central Japan Railway Company,中央本,Nojiri
00036f,Central Japan Railway Company,中央本,Twelve cum
000370,Central Japan Railway Company,中央本,Minami Kiso
000372,Central Japan Railway Company,中央本,Tadachi
000373,Central Japan Railway Company,中央本,Sakashita
000374,Central Japan Railway Company,中央本,Ochiai River
000375,Central Japan Railway Company,中央本,Nakatsugawa
000377,Central Japan Railway Company,中央本,Mino Sakamoto
000379,Central Japan Railway Company,中央本,Ena
00037b,Central Japan Railway Company,中央本,Takenami
00037d,Central Japan Railway Company,中央本,Kamado
00037f,Central Japan Railway Company,中央本,Mizunami
000381,Central Japan Railway Company,中央本,Toki City
000383,Central Japan Railway Company,中央本,Tajimi
000385,Central Japan Railway Company,中央本,Old Tiger Valley
000387,Central Japan Railway Company,中央本,Jokoji Temple
000389,Central Japan Railway Company,中央本,Kozoji Temple
00038b,Central Japan Railway Company,中央本,sacred territory
00038c,Central Japan Railway Company,中央本,Kasugai
00038e,Central Japan Railway Company,中央本,Katsukawa
00038f,Central Japan Railway Company,中央本,Shinmoriyama
000391,Central Japan Railway Company,中央本,Ozone
000392,Central Japan Railway Company,中央本,Chikusa
000393,Central Japan Railway Company,中央本,Tsurumai
000401,East Japan Railway Company,高崎,Omiya
000403,East Japan Railway Company,高崎,Miyahara
000405,East Japan Railway Company,高崎,Ageo
000406,East Japan Railway Company,高崎,Kitageo
000407,East Japan Railway Company,高崎,Okegawa
000409,East Japan Railway Company,高崎,Kitamoto
00040b,East Japan Railway Company,高崎,Konosu
00040c,East Japan Railway Company,高崎,Kitakonosu
00040d,East Japan Railway Company,高崎,Fukiage
00040e,East Japan Railway Company,高崎,Gyoda
00040f,East Japan Railway Company,高崎,Kumagaya
000411,East Japan Railway Company,高崎,Kagohara
000412,East Japan Railway Company,高崎,Fukaya
000413,East Japan Railway Company,高崎,Okabe
000415,East Japan Railway Company,高崎,Honjo
000416,East Japan Railway Company,高崎,Jinbohara
000417,East Japan Railway Company,高崎,Shinmachi
000419,East Japan Railway Company,高崎,Kuragano
00041a,East Japan Railway Company,高崎,Takasaki
00041b,East Japan Railway Company,信越本,Kita-Takasaki
00041c,East Japan Railway Company,信越本,Gunma Yawata
00041d,East Japan Railway Company,信越本,Annaka
00041e,East Japan Railway Company,信越本,Isobe
000420,East Japan Railway Company,信越本,Matsuida
000421,East Japan Railway Company,信越本,Nishimatsuida
000422,East Japan Railway Company,信越本,Yokogawa
000423,Shinano Railway,しなの鉄道旧JR信越本線,Karuizawa
000425,Shinano Railway,しなの鉄道旧JR信越本線,Nakakaruizawa
000426,Shinano Railway,しなの鉄道旧JR信越本線,Shinano Oiwake
000427,Shinano Railway,しなの鉄道旧JR信越本線,Miyota
000428,Shinano Railway,しなの鉄道旧JR信越本線,plain
00042a,Shinano Railway,しなの鉄道旧JR信越本線,Komoro
00042b,Shinano Railway,しなの鉄道旧JR信越本線,Shigeno
00042c,Shinano Railway,しなの鉄道旧JR信越本線,Tanaka
00042d,Shinano Railway,しなの鉄道旧JR信越本線,Oya
00042e,Shinano Railway,しなの鉄道旧JR信越本線,Ueda
000430,Shinano Railway,しなの鉄道旧JR信越本線,Nishiueda
000431,Shinano Railway,しなの鉄道旧JR信越本線,Sakaki
000432,Shinano Railway,しなの鉄道旧JR信越本線,Tokura
000433,Shinano Railway,しなの鉄道旧JR信越本線,Yashiro
000435,Shinano Railway,しなの鉄道旧JR信越本線,Shinonoi
000436,East Japan Railway Company,信越本,Kawanakajima
000437,East Japan Railway Company,信越本,Amori
000438,East Japan Railway Company,信越本,Nagano
000439,East Japan Railway Company,信越本,Northern Nagano
00043a,East Japan Railway Company,信越本,three years old
00043b,East Japan Railway Company,信越本,Toyono
00043c,East Japan Railway Company,信越本,Mure
00043d,East Japan Railway Company,信越本,Furuma
00043f,East Japan Railway Company,信越本,Kurohime
000440,East Japan Railway Company,信越本,Myoko Kogen
000441,East Japan Railway Company,信越本,Sekiyama
000442,East Japan Railway Company,信越本,Nihongi
000444,East Japan Railway Company,信越本,Arai
000445,East Japan Railway Company,信越本,Kitaarai
000446,East Japan Railway Company,信越本,Wakinoda
000447,East Japan Railway Company,信越本,Minamitakada
000449,East Japan Railway Company,信越本,Takada
00044a,East Japan Railway Company,信越本,Mount Kasuga
00044b,East Japan Railway Company,信越本,Naoetsu
00044c,East Japan Railway Company,信越本,Kuroi
00044e,East Japan Railway Company,信越本,Saigata
00044f,East Japan Railway Company,信越本,Dosokohama Beach
000450,East Japan Railway Company,信越本,Katamachi
000451,East Japan Railway Company,信越本,Kamijohama
000453,East Japan Railway Company,信越本,Kakizaki
000454,East Japan Railway Company,信越本,Yoneyama
000455,East Japan Railway Company,信越本,Kasashima
000456,East Japan Railway Company,信越本,Aomi River
000458,East Japan Railway Company,信越本,Whale Wave
000459,East Japan Railway Company,信越本,Kashiwazaki
00045a,East Japan Railway Company,信越本,Thorny eyes
00045b,East Japan Railway Company,信越本,Yasuda
00045d,East Japan Railway Company,信越本,Hojo
00045e,East Japan Railway Company,信越本,Echigo Hirota
00045f,East Japan Railway Company,信越本,Long Bird
000460,East Japan Railway Company,信越本,Tsukayama
